"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Software developers","Chief executives and legislators",0.0116591928251121,"Wife"
"Software developers","Postsecondary teachers",0.0116591928251121,"Wife"
"Web developers","Web developers",0.0710382513661202,"Wife"
"Web developers","Miscellaneous managers",0.0601092896174863,"Wife"
"Computer support specialists","Miscellaneous managers",0.0483870967741935,"Wife"
"Computer support specialists","Truck drivers",0.0403225806451613,"Wife"
"Computer support specialists","Software developers",0.0362903225806452,"Wife"
"Computer support specialists","Computer support specialists",0.032258064516129,"Wife"
"Computer support specialists","Retail sales supervisors",0.030241935483871,"Wife"
"Computer support specialists","Non-retail sales supervisors",0.0262096774193548,"Wife"
"Database administrators","Miscellaneous managers",0.0740740740740741,"Wife"
"Database administrators","Software developers",0.0582010582010582,"Wife"
"Other computer occupations","Other computer occupations",0.0838323353293413,"Wife"
"Other computer occupations","Miscellaneous managers",0.0598802395209581,"Wife"
"Other computer occupations","Computer and information systems managers",0.0279441117764471,"Wife"
"Other computer occupations","Truck drivers",0.0279441117764471,"Wife"
"Other computer occupations","Software developers",0.0259481037924152,"Wife"
"Operations research analysts","Miscellaneous managers",0.0701107011070111,"Wife"
"Architects","Architects",0.132275132275132,"Wife"
"Architects","Miscellaneous managers",0.0634920634920635,"Wife"
"Civil engineers","Miscellaneous engineers",0.0994475138121547,"Wife"
"Civil engineers","Miscellaneous managers",0.0994475138121547,"Wife"
"Civil engineers","Civil engineers",0.0662983425414365,"Wife"
"Electrical engineers","Electrical engineers",0.19047619047619,"Wife"
"Industrial engineers","Software developers",0.0902777777777778,"Wife"
"Industrial engineers","Miscellaneous managers",0.0763888888888889,"Wife"
"Mechanical engineers","Mechanical engineers",0.182926829268293,"Wife"
"Miscellaneous engineers","Miscellaneous engineers",0.148148148148148,"Wife"
"Miscellaneous engineers","Software developers",0.058641975308642,"Wife"
"Miscellaneous engineers","Miscellaneous managers",0.0524691358024691,"Wife"
"Engineer technicians","Engineer technicians",0.0512820512820513,"Wife"
"Biological scientists","Software developers",0.0670731707317073,"Wife"
"Other life scientists","Other life scientists",0.105769230769231,"Wife"
"Other life scientists","Miscellaneous managers",0.0737179487179487,"Wife"
"Other life scientists","Postsecondary teachers",0.0705128205128205,"Wife"
"Other life scientists","Software developers",0.0608974358974359,"Wife"
"Other life scientists","Physicians and surgeons",0.0480769230769231,"Wife"
"Other life scientists","Other physical scientists",0.0352564102564103,"Wife"
"Other physical scientists","Other physical scientists",0.13960113960114,"Wife"
"Other physical scientists","Postsecondary teachers",0.0797720797720798,"Wife"
"Other physical scientists","Software developers",0.0598290598290598,"Wife"
"Other physical scientists","Other life scientists",0.0398860398860399,"Wife"
"Other physical scientists","Miscellaneous managers",0.0398860398860399,"Wife"
"Psychologists","Psychologists",0.0541666666666667,"Wife"
"Psychologists","Elementary and middle school teachers",0.0458333333333333,"Wife"
"Psychologists","Miscellaneous managers",0.04375,"Wife"
"Psychologists","Computer and information systems managers",0.0395833333333333,"Wife"
"Psychologists","Postsecondary teachers",0.0375,"Wife"
"Psychologists","Software developers",0.0333333333333333,"Wife"
"Psychologists","Lawyers and judges",0.03125,"Wife"
"Psychologists","Physicians and surgeons",0.0270833333333333,"Wife"
"Counselors","Elementary and middle school teachers",0.0441767068273092,"Wife"
"Counselors","Miscellaneous managers",0.0413080895008606,"Wife"
"Counselors","Truck drivers",0.0252438324727481,"Wife"
"Counselors","Postsecondary teachers",0.0200803212851406,"Wife"
"Counselors","Education administrators",0.0195065978198508,"Wife"
"Counselors","Retail sales supervisors",0.0189328743545611,"Wife"
"Counselors","Non-retail sales supervisors",0.0177854274239816,"Wife"
"Counselors","Secondary school teachers",0.0177854274239816,"Wife"
"Counselors","Wholesale sales representatives",0.0177854274239816,"Wife"
"Counselors","Counselors",0.0154905335628227,"Wife"
"Social workers","Miscellaneous managers",0.0374449339207048,"Wife"
"Social workers","Truck drivers",0.0348017621145374,"Wife"
"Social workers","Retail sales supervisors",0.0246696035242291,"Wife"
"Social workers","Elementary and middle school teachers",0.0233480176211454,"Wife"
"Social workers","Social workers",0.020704845814978,"Wife"
"Social workers","Police officers",0.0198237885462555,"Wife"
"Social workers","Carpenters",0.0145374449339207,"Wife"
"Social workers","Construction laborers",0.0145374449339207,"Wife"
"Social workers","Wholesale sales representatives",0.0145374449339207,"Wife"
"Social workers","Bailiffs, correctional officers, and jailers",0.0136563876651982,"Wife"
"Social and human service assistants","Truck drivers",0.062015503875969,"Wife"
"Clergy","Clergy",0.237354085603113,"Wife"
"Clergy","Miscellaneous managers",0.0466926070038911,"Wife"
"Religious workers","Clergy",0.148148148148148,"Wife"
"Lawyers and judges","Lawyers and judges",0.241714285714286,"Wife"
"Lawyers and judges","Miscellaneous managers",0.0617142857142857,"Wife"
"Lawyers and judges","Physicians and surgeons",0.0262857142857143,"Wife"
"Lawyers and judges","Postsecondary teachers",0.0211428571428571,"Wife"
"Lawyers and judges","Software developers",0.0211428571428571,"Wife"
"Lawyers and judges","Chief executives and legislators",0.0188571428571429,"Wife"
"Lawyers and judges","Management analysts",0.0171428571428571,"Wife"
"Lawyers and judges","Police officers",0.016,"Wife"
"Lawyers and judges","Accountants and auditors",0.0154285714285714,"Wife"
"Lawyers and judges","Elementary and middle school teachers",0.0148571428571429,"Wife"
"Paralegals and legal assistants","Miscellaneous managers",0.0581092801387684,"Wife"
"Paralegals and legal assistants","Truck drivers",0.0346921075455334,"Wife"
"Paralegals and legal assistants","Lawyers and judges",0.0294882914137034,"Wife"
"Paralegals and legal assistants","Retail sales supervisors",0.023417172593235,"Wife"
"Paralegals and legal assistants","Police officers",0.0216825672159584,"Wife"
"Paralegals and legal assistants","Retail salespersons",0.0199479618386817,"Wife"
"Paralegals and legal assistants","Construction managers",0.0190806591500434,"Wife"
"Paralegals and legal assistants","Electricians",0.018213356461405,"Wife"
"Paralegals and legal assistants","Financial managers",0.0173460537727667,"Wife"
"Paralegals and legal assistants","Wholesale sales representatives",0.0173460537727667,"Wife"
"Miscellaneous legal support workers","Miscellaneous managers",0.0551378446115288,"Wife"
"Miscellaneous legal support workers","Truck drivers",0.0325814536340852,"Wife"
"Postsecondary teachers","Postsecondary teachers",0.174727668845316,"Wife"
"Postsecondary teachers","Miscellaneous managers",0.0427015250544662,"Wife"
"Postsecondary teachers","Elementary and middle school teachers",0.0265795206971678,"Wife"
"Postsecondary teachers","Physicians and surgeons",0.0235294117647059,"Wife"
"Postsecondary teachers","Lawyers and judges",0.0217864923747277,"Wife"
"Postsecondary teachers","Software developers",0.0196078431372549,"Wife"
"Postsecondary teachers","Education administrators",0.0187363834422658,"Wife"
"Postsecondary teachers","Chief executives and legislators",0.016557734204793,"Wife"
"Postsecondary teachers","Miscellaneous engineers",0.0152505446623094,"Wife"
"Postsecondary teachers","Management analysts",0.0139433551198257,"Wife"
"Preschool and kindergarten teachers","Miscellaneous managers",0.0496551724137931,"Wife"
"Preschool and kindergarten teachers","Truck drivers",0.0475862068965517,"Wife"
"Preschool and kindergarten teachers","Retail sales supervisors",0.02,"Wife"
"Preschool and kindergarten teachers","Elementary and middle school teachers",0.0186206896551724,"Wife"
"Preschool and kindergarten teachers","Wholesale sales representatives",0.0186206896551724,"Wife"
"Preschool and kindergarten teachers","Laborers and hand movers",0.0179310344827586,"Wife"
"Preschool and kindergarten teachers","Construction supervisors",0.0172413793103448,"Wife"
"Preschool and kindergarten teachers","Production supervisors",0.016551724137931,"Wife"
"Preschool and kindergarten teachers","Construction laborers",0.0158620689655172,"Wife"
"Preschool and kindergarten teachers","Software developers",0.0158620689655172,"Wife"
"Elementary and middle school teachers","Elementary and middle school teachers",0.082214878262629,"Wife"
"Elementary and middle school teachers","Miscellaneous managers",0.0516625075875093,"Wife"
"Elementary and middle school teachers","Truck drivers",0.0228636946111823,"Wife"
"Elementary and middle school teachers","Retail sales supervisors",0.0222566938692925,"Wife"
"Elementary and middle school teachers","Secondary school teachers",0.0197612463748567,"Wife"
"Elementary and middle school teachers","Wholesale sales representatives",0.0195589127942267,"Wife"
"Elementary and middle school teachers","Education administrators",0.0194914682673501,"Wife"
"Elementary and middle school teachers","Police officers",0.0192891346867202,"Wife"
"Elementary and middle school teachers","Accountants and auditors",0.0180751332029406,"Wife"
"Elementary and middle school teachers","Retail salespersons",0.0159843528697646,"Wife"
"Secondary school teachers","Secondary school teachers",0.0745513115508514,"Wife"
"Secondary school teachers","Miscellaneous managers",0.0455591348366314,"Wife"
"Secondary school teachers","Elementary and middle school teachers",0.0372756557754257,"Wife"
"Secondary school teachers","Education administrators",0.0220892774965485,"Wife"
"Secondary school teachers","Postsecondary teachers",0.0211688909341924,"Wife"
"Secondary school teachers","Truck drivers",0.0202485043718362,"Wife"
"Secondary school teachers","Wholesale sales representatives",0.0179475379659457,"Wife"
"Secondary school teachers","Retail sales supervisors",0.0165669581224114,"Wife"
"Secondary school teachers","Police officers",0.0161067648412333,"Wife"
"Secondary school teachers","Lawyers and judges",0.0156465715600552,"Wife"
"Special education teachers","Miscellaneous managers",0.0429769392033543,"Wife"
